Trip Start Timestamp,Trip ID,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Community Area,Dropoff Community Area,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Year,Month,Weekday,Hour of Day
2018-11-01 02:30:00,fbefe0f8d3bb26e2084fd6d21784c5c9132450b1,2018-11-01 02:30:00,171.0,0.8,42.0,41.0,2.535878845849351,0.0,3.0,5.535878845849351,False,1,41.7794347840541,-87.59649913744848,41.794496217224875,-87.59296229591423,2018,11,Thursday,2
2018-11-01 05:30:00,0e7eae033ca2424d6d19a8e5ae3c8285ec0dc03a,2018-11-01 05:45:00,714.0,4.9,24.0,33.0,10.068069671641025,0.0,3.0,13.068069671641025,False,1,41.91265462744216,-87.67174835067048,41.858574089232114,-87.61694744528873,2018,11,Thursday,5
2018-11-01 06:00:00,ee277bb72086685f9225cd68487f24a5a0a3511c,2018-11-01 06:15:00,1460.0,11.5,21.0,76.0,15.128763468819457,0.0,7.5,22.628763468819457,True,1,41.943234841326806,-87.7183387312589,41.979624048447405,-87.90322124124387,2018,11,Thursday,6
2018-11-01 08:15:00,e27c525d97d913b9d1c2b717e850318fb66b9ca4,2018-11-01 08:30:00,1560.0,2.9,8.0,32.0,5.383405965632104,0.0,1.17,6.553405965632104,True,3,41.9000854386597,-87.62533269624579,41.88208755663354,-87.63315431263763,2018,11,Thursday,8
2018-11-01 08:15:00,1895ea46b12058a17e695748c03613e6b3c80267,2018-11-01 08:30:00,1332.0,4.2,61.0,31.0,3.676799221855209,0.0,3.0,6.676799221855209,True,3,41.810957087355796,-87.65745583283223,41.84874085437129,-87.66631432427447,2018,11,Thursday,8
2018-11-01 08:15:00,f28c7c097e205431481311afed5f8b4813455ca3,2018-11-01 09:15:00,3673.0,18.1,76.0,8.0,32.867868466964794,0.0,8.0,40.867868466964794,False,1,41.97930400371996,-87.9032278642233,41.8913730790778,-87.61732854482315,2018,11,Thursday,8
2018-11-01 09:00:00,a73c975731ac13a2b162bfa26c38863d290098b4,2018-11-01 09:15:00,418.0,1.7,2.0,4.0,6.3303434952013955,0.0,3.5,9.830343495201395,False,1,41.9861363127347,-87.70255327190168,41.968915485926814,-87.68314148458396,2018,11,Thursday,9
2018-11-01 09:30:00,05988c6572c7e65bdef53a5c98392cf672aa5801,2018-11-01 09:45:00,359.0,1.9,,75.0,6.256615798424415,0.0,2.5,8.756615798424415,False,1,,,41.688438088628665,-87.66962558280566,2018,11,Thursday,9
2018-11-01 10:00:00,7f5256b73309cff0c4f33b64899377b7c6acecc2,2018-11-01 10:15:00,742.0,2.7,33.0,32.0,5.884773268284896,1.5,3.0,10.384773268284896,True,3,41.8613077200267,-87.63091929320713,41.88236734871373,-87.63250540554097,2018,11,Thursday,10
2018-11-01 10:30:00,aaae8c1e29a7690252a1946094a08b8b01d73c11,2018-11-01 10:45:00,419.0,1.1,8.0,8.0,7.661018753135378,0.0,2.5,10.161018753135378,False,1,41.900743314755566,-87.63208228052162,41.893102597356986,-87.64077420638253,2018,11,Thursday,10
2018-11-01 10:45:00,47d174a4ce473b8597c64beb9fbaef10237e113e,2018-11-01 10:45:00,387.0,2.4,41.0,43.0,10.278599022077975,0.0,0.0,10.278599022077975,True,1,41.79380038765881,-87.59244073790461,41.76153443497669,-87.57157788506571,2018,11,Thursday,10
2018-11-01 10:45:00,35a66d65e015619a8a150b911959f41cf76636ab,2018-11-01 11:00:00,706.0,1.8,8.0,24.0,8.477744660795752,5.5,3.0,16.97774466079575,False,1,41.89262430497846,-87.6301797348728,41.89165531039639,-87.66060960745997,2018,11,Thursday,10
2018-11-01 11:45:00,b2650eb2b704e985f9eb5c7af1c4dd29efe3f4be,2018-11-01 12:00:00,300.0,0.8,28.0,32.0,6.519004228797069,0.0,0.67,7.189004228797069,True,1,41.8857047026893,-87.64268331628374,41.88599561028587,-87.61935560197715,2018,11,Thursday,11
2018-11-01 13:15:00,d0891fd7c1cbca3f9242e4936ac625cf58d16e70,2018-11-01 14:15:00,3284.0,15.7,6.0,76.0,30.72789829122173,0.0,7.5,38.227898291221734,False,1,41.945056916588875,-87.65684474619661,41.97897995861648,-87.90232211073689,2018,11,Thursday,13
2018-11-01 13:30:00,8f81b64823e105818f15d86e51bde5760e2b5c15,2018-11-01 14:15:00,2921.0,14.0,6.0,76.0,46.20580045929788,0.0,8.3,54.50580045929789,False,1,41.946287461781566,-87.66863587878345,41.978944520525545,-87.90229436714041,2018,11,Thursday,13
2018-11-01 14:00:00,b71f9927c261c3e8a72fcdff36fe0de95b9fe480,2018-11-01 14:15:00,910.0,4.8,7.0,21.0,10.383419495825018,0.0,3.0,13.383419495825018,False,1,41.92076018289911,-87.65586631762937,41.93892294458346,-87.72430183652783,2018,11,Thursday,14
2018-11-01 14:45:00,46fc5bafd4b78bab3d8fdc2b049ea4f89c1691d0,2018-11-01 14:45:00,150.0,0.6,46.0,46.0,2.574413569325134,0.0,3.83,6.4044135693251345,False,1,41.74040655490489,-87.55268513423677,41.741738771801295,-87.55213326579276,2018,11,Thursday,14
2018-11-01 14:45:00,b10e62bbc276762af6a0183495438c97d67231f6,2018-11-01 15:30:00,2628.0,9.0,28.0,62.0,10.255132703672231,0.0,3.0,13.255132703672231,True,3,41.86266088237901,-87.67222489007332,41.79373522712611,-87.72958705195641,2018,11,Thursday,14
2018-11-01 16:45:00,15803d553594cb9b13312f8b02a320d89e2cc6d8,2018-11-01 17:00:00,1409.0,8.6,41.0,32.0,15.625768628046414,0.0,2.5,18.125768628046416,False,1,41.79174662681393,-87.60245432699945,41.88502639622847,-87.62054680521993,2018,11,Thursday,16
2018-11-01 17:15:00,bf8aef5a2986671e12232073651af8ccab952017,2018-11-01 17:45:00,2257.0,3.1,7.0,28.0,17.313890467877656,0.0,3.0,20.313890467877656,False,1,41.9226350591155,-87.65103334013696,41.88234231194913,-87.64202848256885,2018,11,Thursday,17
2018-11-01 17:30:00,c2d9e50aae344774c5ccc144deb82a4afea07a39,2018-11-01 17:45:00,1085.0,8.0,33.0,43.0,8.669285252471333,0.0,2.5,11.169285252471333,True,2,41.85691420626038,-87.62072758729924,41.76094189570153,-87.5737467296006,2018,11,Thursday,17
2018-11-01 17:45:00,36b38dec5c27af716e6e3086cd74141f40988bda,2018-11-01 17:45:00,652.0,2.0,32.0,33.0,10.31724999954255,6.0,2.5,18.81724999954255,False,1,41.88067043489801,-87.6318871472568,41.859443101806086,-87.61668925227715,2018,11,Thursday,17
2018-11-01 18:30:00,55dc58ca5fc09a7bbcaa5736707fc9a423f4f57d,2018-11-01 19:00:00,2006.0,13.5,,76.0,20.391704709043065,0.0,8.0,28.391704709043065,True,1,,,41.97895247431151,-87.90260653726797,2018,11,Thursday,18
2018-11-01 18:45:00,ebde61f85816493e06c3c0620c25379606bddfdb,2018-11-01 19:00:00,380.0,1.0,28.0,28.0,5.235661761407266,0.0,3.0,8.235661761407265,False,1,41.88059514969984,-87.65836660541086,41.879717866739895,-87.64361203833022,2018,11,Thursday,18
2018-11-01 18:45:00,e585678e1ef31e98aaae0cced72e17720e9d577d,2018-11-01 19:00:00,1177.0,1.5,8.0,24.0,5.009267570056974,0.0,0.0,5.009267570056974,True,2,41.89413699203744,-87.6395973769329,41.897959952877144,-87.65487475916092,2018,11,Thursday,18
2018-11-01 19:00:00,c68ee8604faa4156bb4835ec4ad42c7b91cb2690,2018-11-01 19:00:00,509.0,1.0,28.0,28.0,6.079792239082662,2.5,2.5,11.079792239082662,False,1,41.88530021729481,-87.65760247157078,41.885579747396676,-87.64121600225204,2018,11,Thursday,19
2018-11-01 19:15:00,b9bcf0d1a2ebe90706ebec04ba84482e3f9d0c3a,2018-11-01 20:00:00,2559.0,18.2,,28.0,30.30332890610873,2.5,2.7,35.503328906108734,False,1,,,41.87555880689091,-87.66388693175374,2018,11,Thursday,19
2018-11-01 21:00:00,634d504e2039b4af9c641f9b86267812fd2fb245,2018-11-01 21:15:00,1031.0,4.4,67.0,69.0,3.3947955477368765,0.0,2.5,5.8947955477368765,True,3,41.775458627075395,-87.66706145858511,41.76428635754664,-87.61678055348206,2018,11,Thursday,21
2018-11-01 21:45:00,9dd14022b4bca1bb6971e2ea4617665e9f3b2dda,2018-11-01 22:00:00,916.0,3.9,8.0,22.0,11.311536323951046,0.0,3.0,14.311536323951046,False,1,41.892110804096355,-87.63145550563027,41.91637365524806,-87.67521520290089,2018,11,Thursday,21
2018-11-01 22:15:00,307bdf70f8d0eaa81cdb1ebb1cf96eac28540252,2018-11-01 22:30:00,803.0,4.5,6.0,7.0,10.562722196836113,0.0,2.5,13.062722196836113,False,1,41.950675010053544,-87.6653826318314,41.91364638842968,-87.63103387937896,2018,11,Thursday,22
2018-11-01 22:15:00,5ebb29943e346ecc65db01be8111bdd02d921daf,2018-11-01 22:30:00,725.0,2.2,8.0,32.0,5.524116043496404,1.5,3.0,10.024116043496404,False,1,41.892118198908804,-87.63295548970683,41.883956999148936,-87.620804492561,2018,11,Thursday,22
2018-11-01 22:45:00,592caf4a36f521ccf6acd78777a4f1f811230a88,2018-11-01 23:00:00,993.0,5.3,62.0,30.0,11.686264685768691,0.0,3.0,14.686264685768691,False,1,41.79155118779746,-87.72322583022154,41.83841254176725,-87.71537609361725,2018,11,Thursday,22
